id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,class
8202,61.0,F,167.4,60.0,30.3,89.0,149.0,24.0,21.7,18.0,148.0,mid_performance
8203,23.0,M,177.4,69.7,12.77857,82.0,145.0,48.9,10.5,49.0,242.0,mid_performance
8204,23.0,F,162.5,51.1,28.5,78.0,118.0,19.3,28.8,44.0,188.0,high_performance
8205,22.0,M,171.3,74.3,12.1,81.0,141.0,52.8,21.4,45.0,214.0,mid_performance
8206,41.0,M,169.4,79.3,23.6,84.0,140.0,47.3,9.5,37.0,190.0,low_performance
8207,41.0,F,162.9,63.0,28.6,82.0,110.0,23.7,20.1,25.0,158.0,mid_performance
8208,27.0,M,181.0,83.18,16.4,79.0,137.0,50.3,-0.1,22.0,220.0,low_performance
8209,22.0,F,160.8,53.0,22.8,89.0,129.0,29.1,22.6,44.0,179.0,high_performance
8210,48.0,F,162.5,60.4,28.1,69.0,128.0,29.0,24.2,38.0,164.0,high_performance
8211,62.0,M,163.3,65.4,27.4,81.0,120.0,35.7,5.5,35.0,175.0,mid_performance
8212,25.0,F,164.0,61.0,23.5,69.0,131.0,33.3,32.7,39.0,182.0,high_performance
8213,57.0,F,153.2,59.1,40.3,83.0,142.0,18.6,11.7,15.0,103.0,low_performance
8214,35.0,M,167.2,72.5,13.4,92.0,150.0,43.9,19.8,55.0,246.0,mid_performance
8215,23.0,M,169.9,69.4,16.4,61.0,132.0,37.4,8.2,42.0,201.0,mid_performance
8216,32.0,F,173.2,65.0,29.9,77.0,126.0,30.5,23.2,35.0,137.0,mid_performance
8217,31.0,M,176.7,80.32,20.8,46.2,43.9,43.9,17.2,57.0,221.0,mid_performance
8218,22.0,F,160.1,49.6,34.3,68.0,116.0,21.6,4.2,23.0,120.0,low_performance
8219,28.0,M,173.3,80.2,24.0,94.0,154.0,49.8,9.8,45.0,214.0,mid_performance
8220,39.0,M,188.1,81.6,16.1,92.0,149.0,46.3,20.4,46.0,242.0,mid_performance
8221,56.0,M,161.2,60.1,21.0,91.0,145.0,33.6,14.0,34.0,190.0,mid_performance
8222,24.0,M,186.3,84.1,13.3,73.0,145.0,43.9,10.7,62.0,230.0,mid_performance
8223,24.0,F,165.7,57.0,18.5,89.0,130.0,31.2,27.1,50.0,174.0,high_performance
8224,57.0,M,172.7,81.6,37.3,94.0,154.0,47.1,9.1,33.0,178.0,mid_performance
8225,35.0,M,176.2,63.9,17.4,88.0,135.0,33.9,6.6,45.0,204.0,mid_performance
8226,55.0,F,162.0,51.6,23.6,65.0,105.0,24.9,22.8,28.0,151.0,high_performance
8227,64.0,M,166.7,62.7,23.4,70.0,150.0,33.2,12.9,19.0,173.0,mid_performance
8228,54.0,F,162.1,60.9,32.6,63.0,113.0,22.4,14.0,0.0,60.0,low_performance
8229,34.0,M,180.0,85.0,12.8,77.0,128.0,61.7,16.5,54.0,245.0,high_performance
8230,34.0,F,157.5,46.1,23.3,69.0,112.0,22.7,6.7,43.0,173.0,low_performance
8231,47.0,M,173.0,57.6,16.2,69.0,107.0,35.3,6.5,40.0,175.0,mid_performance
8232,22.0,M,177.9,93.4,36.8,75.0,146.0,32.8,2.8,31.0,169.0,low_performance
8233,40.0,M,173.2,75.5,18.0,89.0,129.0,46.6,24.0,46.0,215.0,high_performance
8234,48.0,M,165.6,55.2,13.3,76.0,111.0,33.9,12.7,40.0,190.0,mid_performance
8235,23.0,M,173.5,92.9,30.6,85.0,131.0,49.5,13.6,45.0,194.0,low_performance
8236,63.0,M,165.0,62.0,20.7,75.0,142.0,42.2,12.6,31.0,180.0,high_performance
8237,34.0,M,174.1,66.9,18.4,83.0,126.0,42.9,6.2,47.0,222.0,mid_performance
8238,60.0,F,162.4,62.1,26.2,91.0,157.0,22.5,21.6,13.0,124.0,mid_performance
8239,28.0,M,164.2,70.5,22.9,79.0,123.0,40.0,8.3,53.0,193.0,mid_performance
8240,36.0,M,173.0,73.44,15.1,77.0,121.0,51.4,23.0,54.0,232.0,high_performance
8241,34.0,M,176.3,75.5,21.9,94.0,148.0,41.7,20.8,38.0,196.0,mid_performance
8242,26.0,M,169.5,63.4,10.6,64.0,131.0,44.3,0.8,35.0,195.0,low_performance
8243,51.0,F,154.9,63.7,29.7,90.0,154.0,19.1,20.6,38.0,118.0,mid_performance
8244,54.0,M,172.5,70.9,21.5,92.0,142.0,38.2,8.6,39.0,182.0,mid_performance
8245,48.0,M,173.7,70.16,12.9,60.0,118.0,47.1,31.0,50.0,205.0,high_performance
8246,41.0,F,165.5,64.7,35.4,69.0,112.0,22.3,-1.5,30.0,154.0,low_performance
8247,50.0,F,163.4,63.2,29.1,66.0,102.0,24.0,24.2,31.0,138.0,mid_performance
8248,32.0,M,172.4,72.3,20.1,97.0,146.0,49.5,14.6,61.0,223.0,high_performance
8249,54.0,M,167.1,61.1,19.9,60.0,113.0,33.8,-6.8,20.0,168.0,low_performance
8250,51.0,M,175.0,75.2,22.6,83.0,148.0,39.7,11.0,26.0,198.0,mid_performance
8251,56.0,F,125.0,34.4,39.2,69.0,125.0,12.6,17.0,27.0,109.0,mid_performance
8252,55.0,M,163.6,71.68,27.3,90.0,142.0,46.1,19.0,35.0,211.0,high_performance
8253,24.0,F,159.6,62.9,30.9,85.0,128.0,29.2,26.5,43.0,177.0,high_performance
8254,40.0,F,165.4,64.6,30.9,55.0,105.0,29.4,11.0,24.0,154.0,mid_performance
8255,27.0,M,167.0,65.3,17.7,60.0,126.0,44.7,8.6,54.0,227.0,mid_performance
8256,42.0,M,176.0,84.6,17.4,81.0,122.0,55.5,12.7,43.0,223.0,low_performance
8257,33.0,M,169.2,63.8,10.8,84.0,134.0,46.4,30.0,60.0,241.0,high_performance
8258,21.0,F,164.2,51.66,20.1,67.0,118.0,23.6,3.3,46.0,195.0,low_performance
8259,26.0,F,166.5,61.48,30.2,97.0,124.0,19.2,30.8,39.0,140.0,low_performance
8260,30.0,M,176.1,77.5,16.6,87.0,140.0,53.0,29.0,53.0,240.0,high_performance
8261,29.0,F,164.3,61.6,31.4,95.0,151.0,31.0,18.8,32.0,157.0,mid_performance
8262,28.0,M,169.8,60.6,8.4,64.0,117.0,41.6,18.3,60.0,234.0,high_performance
8263,63.0,M,167.4,67.1,27.1,81.0,154.0,36.7,22.2,40.0,187.0,mid_performance
8264,21.0,F,162.4,49.2,21.3,92.0,124.0,22.8,28.0,41.0,186.0,high_performance
8265,28.0,M,176.2,70.3,18.7,54.0,110.0,40.0,-10.6,41.0,222.0,low_performance
8266,47.0,M,168.1,76.8,23.6,96.0,159.0,49.1,18.0,46.0,211.0,high_performance
8267,64.0,M,164.0,71.2,24.5,73.0,121.0,43.6,13.2,32.0,172.0,high_performance
8268,61.0,M,166.4,66.1,20.5,86.0,139.0,33.0,6.5,25.0,166.0,mid_performance
8269,25.0,F,161.3,46.0,22.8,66.0,104.0,27.2,21.8,35.0,172.0,mid_performance
8270,60.0,M,168.3,66.2,18.2,78.0,130.0,34.1,22.6,37.0,165.0,mid_performance
8271,23.0,F,166.2,52.6,19.5,63.0,106.0,29.0,21.6,39.0,151.0,mid_performance
8272,22.0,M,180.3,73.6,27.0,83.0,123.0,37.7,-2.0,41.0,163.0,low_performance
8273,23.0,F,172.8,62.4,24.0,64.0,101.0,36.7,14.8,40.0,193.0,mid_performance
8274,63.0,M,179.3,66.4,25.1,91.0,153.0,31.3,10.0,22.0,130.0,mid_performance
8275,31.0,M,174.1,73.9,23.2,91.0,142.0,53.3,14.2,49.0,219.0,high_performance
8276,22.0,M,173.1,71.0,26.6,60.0,114.0,38.3,-6.4,30.0,170.0,low_performance
8277,35.0,M,178.3,78.3,25.2,75.0,126.0,46.4,5.0,38.0,215.0,mid_performance
8278,37.0,F,154.0,51.8,31.3,70.0,117.0,26.6,19.8,53.0,171.0,mid_performance
8279,51.0,M,162.6,66.0,31.6,83.0,130.0,30.9,-4.0,40.0,182.0,low_performance
8280,32.0,M,190.9,107.6,25.5,94.0,141.0,47.5,20.7,32.0,230.0,low_performance
8281,35.0,M,174.9,72.9,16.0,62.0,100.0,52.0,15.0,50.0,215.0,high_performance
8282,54.0,F,163.6,78.6,40.1,82.0,118.0,21.9,9.6,11.0,135.0,low_performance
8283,63.0,M,167.6,68.9,30.7,79.0,143.0,42.2,18.7,31.0,177.0,high_performance
8284,61.0,F,158.0,65.02,33.0,86.0,128.0,27.9,21.4,19.0,118.0,high_performance
8285,31.0,M,169.2,67.0,19.7,80.0,131.0,45.4,30.6,61.0,230.0,high_performance
8286,56.0,F,154.0,61.9,33.5,70.0,123.0,22.2,17.2,14.0,145.0,low_performance
8287,24.0,M,170.5,66.7,20.0,72.0,114.0,44.5,9.5,35.0,253.0,low_performance
8288,51.0,F,154.3,57.2,35.2,69.0,111.0,26.2,11.8,9.0,126.0,low_performance
8289,58.0,F,151.0,60.0,24.7,92.0,151.0,19.0,20.0,6.0,47.0,low_performance
8290,22.0,M,172.0,61.5,13.2,78.0,126.0,43.8,13.9,53.0,234.0,mid_performance
8291,60.0,M,183.7,82.8,22.6,81.0,131.0,41.3,4.9,19.0,142.0,mid_performance
8292,21.0,F,165.1,55.0,17.5,91.0,140.0,24.0,20.2,51.0,203.0,high_performance
8293,22.0,F,157.1,45.4,19.8,82.0,111.0,26.9,21.8,43.0,190.0,high_performance
8294,45.0,M,162.5,69.5,25.4,79.0,136.0,49.2,20.1,52.0,235.0,high_performance
8295,45.0,M,174.7,62.6,8.8,70.0,121.0,35.9,11.2,57.0,221.0,mid_performance
8296,44.0,F,160.3,52.8,27.9,82.0,122.0,24.9,13.2,19.0,132.0,mid_performance
8297,26.0,M,171.6,85.8,30.9,90.0,135.0,33.9,-3.9,46.0,190.0,low_performance
8298,36.0,M,178.0,77.52,13.3,79.0,133.0,53.9,17.0,62.0,273.0,high_performance
8299,59.0,M,157.1,60.3,22.5,83.0,137.0,42.2,16.5,36.0,192.0,mid_performance
8300,26.0,F,159.7,53.0,27.2,79.0,123.0,28.9,17.3,33.0,173.0,mid_performance
8301,48.0,M,174.2,84.6,26.1,86.0,121.0,38.5,3.0,26.0,190.0,low_performance
8302,36.0,M,173.0,83.0,19.3,96.0,156.0,58.5,13.7,62.0,281.0,mid_performance
8303,21.0,F,155.2,43.1,17.8,92.0,133.0,25.2,24.4,33.0,163.0,mid_performance
8304,28.0,M,175.3,69.44,22.6,81.0,125.0,36.4,15.0,50.0,217.0,mid_performance
8305,27.0,M,175.4,64.3,9.8,67.0,118.0,35.9,14.9,71.0,236.0,high_performance
8306,21.0,M,168.3,60.5,16.4,66.0,122.0,31.0,18.7,62.0,226.0,low_performance
8307,64.0,M,167.8,74.4,27.3,74.0,123.0,41.6,7.5,27.0,200.0,low_performance
8308,25.0,M,170.0,82.8,31.9,81.0,121.0,46.8,5.4,35.0,190.0,low_performance
8309,40.0,M,183.2,94.4,24.4,81.0,131.0,45.9,8.4,30.0,217.0,low_performance
8310,51.0,M,181.2,85.2,25.4,79.0,136.0,47.3,-1.0,28.0,157.0,low_performance
8311,62.0,F,163.7,61.4,28.5,85.0,134.0,25.9,26.6,16.0,131.0,mid_performance
8312,40.0,M,167.0,80.4,31.3,88.0,128.0,41.4,19.7,39.0,221.0,low_performance
8313,42.0,M,171.5,61.1,16.9,93.0,136.0,37.3,12.1,46.0,199.0,mid_performance
8314,48.0,F,169.2,56.9,28.3,64.0,114.0,23.8,20.0,26.0,148.0,mid_performance
8315,22.0,M,168.6,63.1,17.8,82.0,132.0,48.6,18.1,58.0,242.0,high_performance
8316,57.0,M,173.3,69.9,26.4,96.0,159.0,31.7,9.8,27.0,182.0,mid_performance
8317,30.0,M,166.0,61.5,15.0,84.0,142.0,41.7,23.4,60.0,227.0,high_performance
8318,22.0,F,167.3,72.7,38.5,86.0,126.0,22.2,9.3,27.0,126.0,low_performance
8319,43.0,M,173.1,77.5,22.8,96.0,144.0,55.3,24.0,53.0,226.0,high_performance
8320,31.0,M,174.0,69.5,15.4,86.0,132.0,46.1,19.9,56.0,256.0,high_performance
8321,21.0,M,170.0,64.1,18.9,71.0,120.0,49.0,21.8,53.0,250.0,mid_performance
8322,31.0,M,166.0,67.3,18.9,79.0,132.0,34.5,24.3,60.0,223.0,mid_performance
8323,27.0,M,171.0,65.1,17.9,69.0,111.0,39.2,19.5,50.0,211.0,mid_performance
8324,21.0,M,167.9,69.1,21.4,81.0,133.0,39.4,12.0,43.0,200.0,mid_performance
8325,57.0,F,158.5,64.8,34.1,79.0,130.0,28.5,21.0,23.0,135.0,mid_performance
8326,41.0,F,160.2,55.8,30.7,81.0,114.0,10.0,14.5,16.0,107.0,low_performance
8327,26.0,F,161.4,53.1,20.3,80.0,121.0,29.9,23.4,50.0,170.0,high_performance
8328,26.0,M,163.0,59.3,16.3,85.0,131.0,37.4,-4.4,45.0,191.0,low_performance
8329,33.0,M,172.5,70.9,17.4,70.0,137.0,46.3,10.1,49.0,215.0,mid_performance
8330,60.0,M,167.0,76.4,27.7,92.0,135.0,46.6,8.2,29.0,178.0,mid_performance
8331,55.0,F,159.7,55.9,27.9,53.0,107.0,17.8,21.5,24.0,145.0,mid_performance
8332,41.0,F,157.2,61.7,37.0,72.0,122.0,17.6,-0.7,17.0,113.0,low_performance
8333,28.0,F,171.0,63.8,26.8,78.0,120.0,23.2,32.8,46.0,200.0,high_performance
8334,55.0,F,157.9,62.0,37.4,69.0,131.0,22.2,19.1,25.0,163.0,mid_performance
8335,36.0,F,167.0,44.0,20.4,55.0,104.0,17.3,0.9,12.0,139.0,low_performance
8336,22.0,F,158.0,49.7,24.4,66.0,115.0,22.2,28.2,57.0,192.0,high_performance
8337,21.0,M,178.3,62.8,14.9,80.0,154.0,35.3,16.6,61.0,239.0,mid_performance
8338,38.0,F,168.5,63.2,28.3,97.0,129.0,30.0,25.9,28.0,168.0,mid_performance
8339,38.0,M,172.1,71.1,13.6,83.0,136.0,47.0,16.4,50.0,220.0,high_performance
8340,26.0,M,171.0,68.3,26.9,63.0,120.0,40.0,11.8,58.0,245.0,mid_performance
8341,32.0,F,166.2,70.8,39.5,61.0,109.0,24.9,5.8,7.0,158.0,low_performance
8342,37.0,M,170.5,69.0,21.3,80.0,123.0,45.6,18.2,53.0,238.0,high_performance
8343,64.0,M,172.1,59.9,15.4,72.0,104.0,21.5,-7.0,19.0,150.0,low_performance
8344,41.0,M,172.6,68.5,17.0,77.0,132.0,36.7,17.0,56.0,221.0,high_performance
8345,45.0,M,170.3,72.54,20.9,77.0,126.0,43.0,14.5,42.0,209.0,mid_performance
8346,43.0,M,172.2,87.8,28.5,96.0,151.0,31.8,-2.1,37.0,185.0,low_performance
8347,21.0,M,181.6,88.4,25.3,83.0,123.0,39.0,14.9,20.0,220.0,low_performance
8348,38.0,M,164.0,70.7,25.4,90.0,141.0,48.0,-3.9,50.0,198.0,low_performance
8349,39.0,F,161.1,56.9,30.2,78.0,116.0,25.8,7.9,45.0,151.0,low_performance
8350,22.0,M,179.9,72.4,12.7,73.0,128.0,44.5,14.5,57.0,234.0,mid_performance
8351,36.0,M,169.0,77.0,30.0,80.0,120.0,34.3,5.3,36.0,189.0,low_performance
8352,45.0,M,168.2,69.1,23.9,52.0,94.0,38.3,9.2,33.0,206.0,mid_performance
8353,53.0,F,162.5,63.18,32.7,87.0,148.0,27.6,11.4,12.0,133.0,low_performance
8354,62.0,M,175.5,72.4,14.6,83.0,134.0,39.4,11.7,42.0,188.0,mid_performance
8355,61.0,M,177.4,77.68,17.9,90.0,153.0,50.2,19.0,31.0,184.0,high_performance
8356,24.0,F,160.3,64.3,37.2,77.0,122.0,19.3,25.8,10.0,155.0,low_performance
8357,22.0,M,166.6,59.1,15.4,72.0,128.0,39.1,15.6,65.0,245.1,mid_performance
8358,26.0,F,166.8,58.6,25.6,71.0,121.0,27.8,22.1,39.0,175.0,high_performance
8359,32.0,M,171.4,57.4,13.6,62.0,115.0,39.0,1.0,46.0,189.0,low_performance
8360,28.0,M,171.7,73.46,20.7,85.0,147.0,46.8,22.5,61.0,238.0,low_performance
8361,27.0,F,167.0,55.6,24.1,70.0,105.0,28.4,26.4,43.0,173.0,high_performance
8362,23.0,M,184.0,87.5,24.3,81.0,128.0,37.7,-7.7,24.0,164.0,low_performance
8363,52.0,F,152.7,56.7,31.0,88.0,157.0,26.9,20.0,27.0,120.0,mid_performance
8364,21.0,F,161.5,57.04,28.0,69.0,137.0,28.3,22.6,50.0,187.0,high_performance
8365,36.0,M,174.3,65.4,20.6,82.0,131.0,40.2,9.4,37.0,218.0,mid_performance
8366,28.0,M,180.6,81.9,22.1,62.0,119.0,33.1,15.3,30.0,219.0,low_performance
8367,33.0,M,168.3,71.1,15.0,85.0,120.0,43.1,21.0,57.0,219.0,high_performance
8368,22.0,F,166.0,59.4,28.4,83.0,122.0,30.1,12.2,44.0,161.0,mid_performance
8369,58.0,M,161.8,54.76,18.2,107.0,191.0,30.1,17.8,33.0,163.0,mid_performance
8370,26.0,M,176.2,73.1,17.5,75.0,118.0,46.3,15.3,49.0,226.0,mid_performance
8371,24.0,F,157.1,60.3,30.6,86.0,130.0,31.9,20.2,41.0,186.0,mid_performance
8372,37.0,M,179.0,80.7,21.2,74.0,126.0,51.9,5.0,36.0,240.0,mid_performance
8373,22.0,M,168.6,69.2,19.4,95.0,152.0,36.8,7.3,42.0,199.0,mid_performance
8374,21.0,M,168.0,56.2,19.4,88.0,141.0,32.6,6.6,42.0,199.0,mid_performance
8375,24.0,M,170.4,72.2,14.9,73.0,131.0,51.0,14.5,40.0,250.0,low_performance
8376,43.0,F,163.3,70.1,31.7,77.0,118.0,24.7,26.0,22.0,154.0,mid_performance
8377,60.0,M,172.0,68.3,19.5,89.0,156.0,43.3,6.4,27.0,211.0,mid_performance
8378,23.0,M,182.3,93.9,23.3,80.0,144.0,49.5,13.8,47.0,234.0,low_performance
8379,22.0,M,188.0,92.2,23.8,87.0,128.0,43.9,14.5,55.0,250.0,mid_performance
8380,21.0,F,172.0,74.3,25.9,62.0,129.0,32.6,19.0,41.0,200.0,mid_performance
8381,60.0,M,172.2,80.0,19.6,83.0,158.0,43.2,16.1,30.0,180.0,mid_performance
8382,38.0,M,178.0,75.3,16.4,71.0,119.0,42.4,8.2,34.0,227.0,mid_performance
8383,31.0,M,181.3,110.0,32.6,79.0,149.0,50.9,21.0,44.0,211.0,low_performance
8384,24.0,M,177.6,78.9,24.8,84.0,115.0,40.1,16.6,46.0,255.0,mid_performance
8385,60.0,M,165.4,67.7,18.2,90.0,159.0,43.4,25.6,43.0,201.0,high_performance
8386,23.0,M,168.8,59.9,15.3,70.0,113.0,34.7,17.8,56.0,206.0,high_performance
8387,21.0,M,175.7,69.34,10.8,81.0,127.0,45.6,25.8,56.0,236.0,high_performance
8388,21.0,M,163.0,83.3,38.0,88.0,139.0,33.6,-2.8,36.0,155.0,low_performance
8389,41.0,M,174.0,69.1,12.0,80.0,98.0,42.2,24.4,66.0,244.0,high_performance
8390,21.0,F,153.9,56.7,33.4,72.0,116.0,25.6,11.2,30.0,146.0,mid_performance
8391,23.0,M,177.4,70.9,18.0,75.0,123.0,41.0,12.7,65.0,270.0,low_performance
8392,22.0,F,154.5,49.5,22.2,48.0,101.0,23.4,24.1,40.0,166.0,mid_performance
8393,24.0,F,154.6,51.8,26.9,66.0,121.0,25.6,24.0,46.0,150.0,mid_performance
8394,23.0,M,175.0,86.0,23.1,85.0,134.0,61.0,21.0,60.0,243.0,high_performance
8395,59.0,M,171.4,67.8,21.4,88.0,135.0,47.6,11.0,36.0,177.0,mid_performance
8396,22.0,M,183.0,87.6,20.9,74.0,135.0,40.9,25.7,49.0,163.0,low_performance
8397,57.0,M,175.0,76.5,18.6,80.0,120.0,47.0,7.0,50.0,210.0,mid_performance
8398,26.0,M,170.9,67.5,12.7,98.0,151.0,43.4,15.1,52.0,247.0,high_performance
8399,59.0,F,153.7,49.7,24.3,77.0,130.0,23.9,23.3,36.0,140.0,high_performance
8400,27.0,F,164.0,52.1,16.4,65.0,110.0,26.2,26.0,51.0,184.0,high_performance
8401,24.0,F,160.5,41.7,24.7,83.0,113.0,21.4,3.8,21.0,152.0,low_performance
8402,43.0,M,176.3,69.7,25.3,91.0,144.0,39.9,20.0,44.0,196.0,mid_performance
8403,21.0,M,177.9,82.2,17.3,67.0,121.0,43.3,16.3,55.0,238.0,high_performance
8404,30.0,M,170.0,66.0,10.3,87.0,132.0,48.9,14.5,65.0,216.0,mid_performance
8405,61.0,M,173.6,84.7,28.8,83.0,146.0,37.4,11.3,14.0,178.0,low_performance
8406,48.0,M,180.7,76.2,22.2,92.0,126.0,47.2,21.3,38.0,218.0,mid_performance
8407,61.0,M,168.9,66.5,19.1,68.0,127.0,31.4,11.7,45.0,190.0,mid_performance
8408,26.0,M,170.3,74.3,16.0,92.0,144.0,48.6,25.1,52.0,234.0,high_performance
8409,24.0,M,186.7,84.4,21.8,86.0,149.0,44.2,10.6,50.0,221.0,low_performance
8410,55.0,M,165.2,64.7,16.8,76.0,127.0,37.0,20.3,50.0,205.0,mid_performance
8411,40.0,F,158.3,55.3,23.6,91.0,147.0,32.8,20.8,51.0,201.0,high_performance
8412,36.0,M,182.0,83.0,22.0,87.0,134.0,50.0,15.9,45.0,210.0,high_performance
8413,30.0,M,175.0,64.7,29.5,92.0,136.0,27.5,-3.4,32.0,196.0,low_performance
8414,40.0,F,154.3,62.62,30.9,89.0,153.0,34.8,21.8,33.0,157.0,mid_performance
8415,38.0,F,155.2,48.6,16.8,73.0,126.0,26.0,15.8,44.0,163.0,mid_performance
8416,22.0,F,164.0,61.9,29.9,70.0,117.0,21.2,17.6,42.0,161.0,mid_performance
8417,23.0,M,168.7,62.8,9.643515,92.0,133.0,40.8,16.5,58.0,257.0,high_performance
8418,31.0,M,168.1,73.6,19.8,77.0,138.0,45.8,19.1,51.0,198.0,mid_performance
8419,22.0,F,159.1,48.9,27.4,64.0,114.0,22.3,19.1,50.0,172.0,mid_performance
8420,40.0,M,178.7,91.5,27.8,84.0,137.0,50.5,10.8,39.0,195.0,mid_performance
8421,40.0,M,169.6,83.5,30.3,95.0,139.0,45.8,6.6,28.0,200.0,low_performance
8422,61.0,F,151.7,37.4,38.5,75.0,138.0,18.0,15.0,1.0,70.0,low_performance
8423,63.0,M,173.8,87.0,28.4,79.0,127.0,55.8,13.7,28.0,175.0,mid_performance
8424,47.0,F,158.0,59.2,24.1,80.0,121.0,28.1,17.5,32.0,175.0,mid_performance
8425,35.0,M,175.0,79.8,19.2,89.0,146.0,45.9,14.0,52.0,197.0,mid_performance
8426,28.0,M,176.3,70.94,15.6,85.0,147.0,49.0,17.5,45.0,234.0,mid_performance
8427,22.0,M,169.0,72.0,16.8,88.0,120.0,47.1,25.3,55.0,252.0,high_performance
8428,25.0,F,158.8,74.1,36.0,60.0,121.0,34.1,27.6,56.0,189.0,high_performance
8429,63.0,F,152.1,66.7,39.8,77.0,121.0,22.7,10.1,4.0,117.0,low_performance
8430,58.0,M,174.6,92.3,25.3,89.0,146.0,43.4,11.8,29.0,185.0,low_performance
8431,37.0,F,163.9,56.2,26.6,94.0,130.0,25.0,20.6,28.0,180.0,mid_performance
8432,28.0,F,156.9,51.5,23.4,88.0,139.0,28.4,23.4,37.0,164.0,mid_performance
8433,36.0,M,167.7,77.7,29.8,82.0,154.0,40.3,10.3,32.0,207.0,low_performance
8434,28.0,F,167.1,71.2,38.2,96.0,149.0,32.6,19.1,48.0,146.0,mid_performance
8435,23.0,M,176.6,55.0,4.9,77.0,123.0,46.4,15.0,43.0,244.0,low_performance
8436,24.0,M,185.7,86.6,22.0,78.0,118.0,48.3,-3.3,50.0,184.0,low_performance
8437,24.0,M,163.7,57.6,22.8,70.0,115.0,28.0,14.5,42.0,182.0,mid_performance
8438,61.0,M,162.9,51.6,12.3,76.0,134.0,32.5,13.4,29.0,187.0,mid_performance
8439,33.0,M,174.9,75.6,11.7,85.0,136.0,54.7,21.8,55.0,242.0,high_performance
8440,21.0,F,159.8,56.3,28.5,77.0,118.0,25.8,20.4,59.0,191.0,mid_performance
8441,24.0,M,167.3,56.1,15.6,76.0,130.0,44.6,23.1,44.0,208.0,mid_performance
8442,23.0,M,176.5,85.7,26.8,84.0,124.0,39.3,-4.0,49.0,207.0,low_performance
8443,24.0,M,170.6,66.0,8.5,79.0,136.0,49.3,19.1,58.0,238.0,high_performance
8444,61.0,M,166.0,62.3,23.1,91.0,140.0,35.0,10.8,23.0,156.0,mid_performance
8445,31.0,M,176.4,72.8,13.4,76.0,112.0,45.9,17.1,61.0,235.0,high_performance
8446,51.0,F,153.9,54.4,26.1,89.0,134.0,22.4,28.8,40.0,137.0,high_performance
8447,22.0,M,172.1,76.6,21.4,66.0,125.0,33.3,14.2,46.0,186.0,mid_performance
8448,51.0,F,154.0,50.0,21.0,86.0,152.0,17.6,23.1,39.0,151.0,high_performance
8449,26.0,M,173.4,81.4,31.9,85.0,139.0,32.8,-4.5,23.0,178.0,low_performance
8450,21.0,M,180.9,78.5,18.2,84.0,124.0,53.3,21.8,60.0,236.0,high_performance
8451,33.0,M,171.1,66.3,18.8,88.0,124.0,36.2,3.3,39.0,221.0,low_performance
8452,43.0,M,172.5,90.5,33.0,99.0,143.0,41.7,18.7,40.0,216.0,low_performance
8453,46.0,F,165.5,56.7,28.0,83.0,133.0,31.4,18.9,31.0,161.0,high_performance
8454,23.0,F,153.4,52.8,28.6,66.0,119.0,20.6,20.2,31.0,176.0,mid_performance
8455,23.0,M,170.0,60.4,16.4,70.0,120.0,28.4,7.8,49.0,225.0,mid_performance
8456,22.0,F,162.3,64.6,27.5,72.0,101.0,34.5,23.9,41.0,200.0,high_performance
8457,44.0,F,157.5,54.9,18.1,84.0,131.0,32.0,16.1,47.0,167.0,mid_performance
8458,37.0,M,172.2,69.4,19.4,74.0,129.0,34.1,-1.9,39.0,214.0,low_performance
8459,46.0,M,174.0,64.4,16.2,78.0,151.0,52.1,13.3,40.0,230.0,mid_performance
8460,21.0,F,160.5,60.1,32.2,63.0,114.0,28.5,20.2,36.0,170.0,high_performance
8461,41.0,M,172.9,71.0,19.8,63.0,131.0,44.8,-10.8,51.0,194.0,low_performance
8462,29.0,F,162.1,55.4,30.2,72.0,116.0,25.4,21.5,23.0,160.0,mid_performance
8463,25.0,M,171.0,75.6,28.5,94.0,153.0,35.7,11.9,45.0,212.0,low_performance
8464,42.0,M,176.2,73.5,16.3,62.0,112.0,53.8,20.3,52.0,251.0,high_performance
8465,28.0,M,178.0,69.9,11.1,74.0,128.0,47.6,23.0,60.0,267.0,high_performance
8466,21.0,M,171.3,52.7,14.1,62.0,115.0,36.1,1.0,32.0,184.0,low_performance
8467,39.0,F,165.4,59.8,20.1,89.0,136.0,34.0,26.5,51.0,163.0,high_performance
8468,26.0,M,186.9,100.36,31.6,80.0,130.0,45.1,2.1,20.0,180.0,low_performance
8469,55.0,M,166.0,73.9,30.2,80.0,120.0,36.9,15.3,26.0,170.0,low_performance
8470,28.0,M,178.0,83.2,18.6,79.0,146.0,58.1,19.3,53.0,240.0,high_performance
8471,23.0,F,164.3,56.1,20.0,73.0,108.0,28.8,25.5,37.0,158.0,mid_performance
8472,31.0,M,172.2,68.3,18.4,68.0,110.0,35.8,17.2,55.0,201.0,mid_performance
8473,33.0,M,167.6,65.3,11.6,72.0,132.0,58.1,20.5,58.0,265.0,high_performance
8474,29.0,M,172.4,86.8,28.8,86.0,139.0,49.3,-1.6,34.0,183.0,low_performance
8475,46.0,M,177.8,83.0,20.0,94.0,144.0,46.4,13.5,41.0,182.0,mid_performance
8476,27.0,M,162.8,66.7,15.1,115.0,138.0,46.0,10.0,65.0,230.0,mid_performance
