id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
7968,26-35,M,over_176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7969,26-35,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
7970,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
7971,<25,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7972,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7973,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7974,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7975,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7976,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7977,>55,F,160-mid-176,55-mid-79,over_30,under_68,under_115,under_26,over_23,under_25,under_150,mid_performance,mid_performance,0,1,0
7978,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7979,<25,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7980,>55,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
7981,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7982,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7983,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
7984,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
7985,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7986,36-45,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7987,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7988,46-55,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
7989,>55,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7990,46-55,M,under_160,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7991,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7992,26-35,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,under_6,25-mid-54,under_150,low_performance,low_performance,0,0,1
7993,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7994,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7995,<25,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7996,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7997,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7998,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7999,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8000,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,150-mid-229,high_performance,high_performance,1,0,0
8001,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,low_performance,low_performance,0,0,1
8002,>55,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8003,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8004,>55,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
8005,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8006,>55,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
8007,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8008,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8009,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
8010,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8011,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8012,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8013,<25,M,160-mid-176,under_55,under_15,68-mid-89,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8014,46-55,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
8015,36-45,F,under_160,under_55,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
8016,46-55,F,under_160,55-mid-79,over_30,68-mid-89,over_144,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
8017,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
8018,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8019,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8020,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8021,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,low_performance,low_performance,0,0,1
8022,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,high_performance,high_performance,1,0,0
8023,<25,M,over_176,over_79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8024,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8025,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8026,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8027,36-45,M,160-mid-176,55-mid-79,under_15,over_89,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
8028,36-45,M,160-mid-176,over_79,15-mid-30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8029,46-55,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
8030,26-35,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8031,36-45,M,160-mid-176,55-mid-79,under_15,over_89,over_144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8032,36-45,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8033,36-45,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8034,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8035,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8036,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8037,26-35,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
8038,36-45,M,over_176,over_79,15-mid-30,68-mid-89,under_115,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8039,36-45,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8040,>55,F,under_160,under_55,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
8041,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8042,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8043,46-55,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
8044,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8045,26-35,M,160-mid-176,over_79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8046,46-55,F,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
8047,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8048,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8049,36-45,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8050,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8051,46-55,F,under_160,55-mid-79,15-mid-30,under_68,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
8052,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8053,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8054,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8055,>55,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
8056,36-45,F,under_160,55-mid-79,over_30,68-mid-89,over_144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8057,36-45,F,160-mid-176,under_55,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8058,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,under_6,over_54,over_229,low_performance,low_performance,0,0,1
8059,<25,F,under_160,under_55,15-mid-30,under_68,under_115,26-mid-47,over_23,under_25,under_150,mid_performance,mid_performance,0,1,0
8060,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8061,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8062,36-45,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8063,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,high_performance,high_performance,1,0,0
8064,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,under_115,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8065,<25,M,160-mid-176,55-mid-79,under_15,over_89,over_144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
8066,>55,F,under_160,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
8067,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8068,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8069,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8070,46-55,F,under_160,55-mid-79,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
8071,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8072,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8073,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8074,36-45,M,160-mid-176,over_79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8075,36-45,M,160-mid-176,over_79,over_30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8076,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8077,46-55,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8078,46-55,F,160-mid-176,55-mid-79,over_30,under_68,115-mid-144,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
8079,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8080,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
8081,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8082,36-45,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8083,>55,F,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
8084,26-35,F,under_160,under_55,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
8085,46-55,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8086,46-55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
8087,<25,M,160-mid-176,55-mid-79,under_15,over_89,over_144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8088,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
8089,46-55,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8090,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8091,46-55,F,under_160,55-mid-79,over_30,68-mid-89,under_115,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
8092,36-45,F,under_160,under_55,under_15,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
8093,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8094,<25,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8095,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8096,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8097,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8098,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8099,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
8100,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8101,36-45,F,160-mid-176,55-mid-79,over_30,68-mid-89,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
8102,<25,M,160-mid-176,55-mid-79,under_15,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
8103,36-45,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
8104,46-55,M,160-mid-176,under_55,under_15,68-mid-89,under_115,26-mid-47,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
8105,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8106,46-55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
8107,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
8108,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
8109,>55,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8110,>55,M,160-mid-176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
8111,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
8112,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
8113,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
8114,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
